Coordenadas
"[357, 371]"
"[354, 279]"
"[237, 329]"
"[286, 349]"
"[372, 364]"
"[255, 280]"
"[366, 292]"
"[237, 298]"
"[299, 261]"
"[313, 354]"
"[321, 356]"
"[277, 335]"
"[335, 355]"
"[250, 340]"
"[271, 253]"
"[248, 225]"
"[374, 317]"
"[290, 258]"
"[229, 313]"
"[357, 295]"
"[238, 313]"
"[248, 358]"
"[282, 285]"
"[334, 362]"
"[274, 315]"
"[231, 249]"
"[226, 290]"
"[275, 309]"
"[329, 270]"
"[255, 276]"
"[373, 326]"
"[237, 335]"
"[229, 329]"
"[325, 320]"
"[320, 250]"
"[244, 295]"
"[245, 254]"
"[274, 277]"
"[327, 350]"
"[242, 283]"
"[307, 260]"
"[339, 255]"
"[359, 287]"
"[334, 231]"
"[246, 290]"
"[249, 360]"
"[312, 262]"
"[291, 257]"
"[284, 230]"
"[361, 283]"
"[246, 326]"
"[260, 241]"
"[317, 323]"
"[305, 335]"
"[268, 239]"
"[354, 308]"
"[231, 309]"
"[354, 334]"
"[308, 269]"
"[241, 314]"
"[261, 311]"
"[288, 243]"
"[355, 360]"
"[324, 291]"
"[345, 244]"
"[317, 344]"
"[231, 354]"
"[323, 331]"
"[316, 351]"
"[293, 239]"
"[228, 234]"
"[295, 318]"
"[238, 236]"
"[261, 332]"
"[276, 374]"
"[366, 302]"
"[373, 230]"
"[253, 302]"
"[231, 254]"
"[283, 245]"
"[291, 235]"
"[263, 291]"
"[347, 226]"
"[242, 329]"
"[259, 255]"
"[284, 247]"
"[306, 278]"
"[267, 238]"
"[369, 305]"
"[305, 351]"
"[330, 317]"
"[289, 358]"
"[327, 336]"
"[275, 233]"
"[264, 321]"
"[320, 278]"
"[349, 247]"
"[296, 347]"
"[288, 261]"
"[300, 236]"
"[234, 279]"
"[349, 271]"
"[285, 344]"
"[254, 288]"
"[257, 258]"
"[293, 303]"
"[295, 238]"
"[325, 355]"
"[286, 233]"
"[294, 319]"
"[266, 363]"
"[235, 240]"
"[244, 296]"
"[262, 251]"
"[347, 228]"
"[359, 251]"
"[291, 284]"
"[257, 367]"
