Coordenadas
"[320, 302]"
"[340, 368]"
"[341, 352]"
"[368, 316]"
"[332, 367]"
"[238, 317]"
"[272, 352]"
"[256, 229]"
"[350, 371]"
"[290, 237]"
"[311, 230]"
"[358, 306]"
"[248, 307]"
"[341, 234]"
"[265, 283]"
"[369, 282]"
"[313, 296]"
"[230, 289]"
"[242, 310]"
"[314, 348]"
"[330, 257]"
"[309, 301]"
"[374, 283]"
"[301, 288]"
"[268, 347]"
"[270, 319]"
"[350, 256]"
"[367, 335]"
"[317, 266]"
"[364, 242]"
"[336, 264]"
"[249, 233]"
"[349, 313]"
"[270, 236]"
"[333, 330]"
"[254, 332]"
"[316, 339]"
"[361, 260]"
"[257, 241]"
"[236, 340]"
"[346, 304]"
"[254, 298]"
"[331, 307]"
"[365, 348]"
"[368, 330]"
"[252, 291]"
"[351, 334]"
"[238, 373]"
"[322, 287]"
"[275, 343]"
"[300, 254]"
"[371, 323]"
"[273, 335]"
"[263, 369]"
"[334, 255]"
"[337, 358]"
"[300, 227]"
"[322, 235]"
"[273, 365]"
"[267, 344]"
"[240, 237]"
"[349, 338]"
"[247, 227]"
"[257, 366]"
"[300, 258]"
"[305, 274]"
"[281, 371]"
"[335, 279]"
"[362, 325]"
"[327, 363]"
"[268, 279]"
"[256, 235]"
"[257, 268]"
"[287, 331]"
"[357, 359]"
"[261, 239]"
"[311, 263]"
"[309, 233]"
"[348, 332]"
"[277, 310]"
"[252, 316]"
"[332, 355]"
"[274, 229]"
"[355, 303]"
"[235, 302]"
"[293, 331]"
"[347, 314]"
"[307, 322]"
"[343, 228]"
"[226, 242]"
"[270, 248]"
"[283, 304]"
"[266, 297]"
"[298, 297]"
"[318, 276]"
"[268, 290]"
"[335, 320]"
"[313, 281]"
"[295, 256]"
"[266, 313]"
"[245, 296]"
"[332, 228]"
"[268, 306]"
"[355, 366]"
"[256, 243]"
"[373, 252]"
"[274, 232]"
"[309, 244]"
"[255, 337]"
"[272, 357]"
"[236, 291]"
"[295, 365]"
"[248, 287]"
"[237, 295]"
"[326, 231]"
"[324, 228]"
"[350, 345]"
"[363, 340]"
"[331, 234]"
"[297, 331]"
"[260, 238]"
"[365, 290]"
"[333, 247]"
"[319, 302]"
"[342, 340]"
"[313, 339]"
"[317, 353]"
"[318, 246]"
"[229, 300]"
"[254, 227]"
"[266, 309]"
"[310, 291]"
"[226, 281]"
"[366, 314]"
"[350, 321]"
"[332, 253]"
"[328, 283]"
"[241, 331]"
"[320, 252]"
"[279, 300]"
"[285, 248]"
"[367, 328]"
"[234, 287]"
"[264, 314]"
"[274, 267]"
"[327, 316]"
"[358, 372]"
"[357, 291]"
"[230, 334]"
"[351, 226]"
"[260, 352]"
"[373, 245]"
"[319, 318]"
"[345, 235]"
"[371, 317]"
"[292, 245]"
"[269, 246]"
"[365, 315]"
"[355, 274]"
"[345, 286]"
"[299, 266]"
"[252, 312]"
"[238, 352]"
"[266, 259]"
"[296, 268]"
"[336, 229]"
"[353, 283]"
"[337, 320]"
"[290, 263]"
