Coordenadas
"[282, 356]"
"[258, 347]"
"[268, 304]"
"[282, 304]"
"[243, 367]"
"[268, 311]"
"[336, 359]"
"[236, 368]"
"[354, 354]"
"[267, 275]"
"[335, 264]"
"[230, 267]"
"[340, 234]"
"[304, 357]"
"[324, 353]"
"[253, 287]"
"[301, 271]"
"[366, 263]"
"[261, 290]"
"[233, 233]"
"[300, 367]"
"[357, 297]"
"[231, 317]"
"[309, 354]"
"[366, 319]"
"[352, 286]"
"[266, 294]"
"[257, 298]"
"[295, 253]"
"[320, 295]"
"[322, 286]"
"[246, 265]"
"[370, 231]"
"[229, 310]"
"[279, 308]"
"[356, 367]"
"[257, 265]"
"[259, 236]"
"[278, 355]"
"[336, 345]"
"[302, 299]"
"[290, 236]"
"[351, 276]"
"[228, 346]"
"[279, 358]"
"[301, 329]"
"[270, 302]"
"[310, 344]"
"[231, 284]"
"[240, 246]"
"[246, 272]"
"[279, 300]"
"[246, 292]"
"[289, 306]"
"[255, 283]"
"[315, 355]"
"[329, 275]"
"[332, 359]"
"[348, 309]"
"[354, 335]"
"[303, 263]"
"[289, 289]"
"[245, 334]"
"[269, 329]"
"[291, 259]"
"[360, 340]"
"[272, 253]"
"[260, 238]"
"[350, 337]"
"[321, 287]"
"[329, 230]"
"[344, 270]"
"[295, 245]"
"[281, 355]"
"[245, 330]"
"[371, 364]"
"[361, 271]"
"[361, 246]"
"[281, 275]"
"[230, 282]"
"[232, 324]"
"[266, 260]"
"[273, 275]"
"[328, 231]"
"[296, 258]"
"[335, 246]"
"[335, 275]"
"[292, 243]"
"[278, 263]"
"[283, 371]"
"[256, 234]"
"[236, 330]"
"[334, 249]"
"[342, 296]"
"[327, 242]"
"[277, 241]"
"[253, 233]"
"[356, 275]"
"[244, 373]"
"[271, 263]"
"[361, 322]"
"[321, 261]"
"[285, 350]"
"[327, 236]"
"[317, 360]"
"[281, 302]"
"[293, 240]"
"[307, 243]"
"[341, 352]"
"[294, 315]"
"[361, 251]"
"[331, 236]"
"[345, 261]"
"[332, 310]"
"[226, 269]"
"[314, 239]"
"[272, 254]"
"[324, 253]"
"[291, 252]"
"[365, 359]"
"[349, 225]"
"[334, 294]"
"[371, 343]"
"[288, 296]"
"[374, 307]"
"[227, 369]"
"[235, 370]"
"[317, 271]"
"[317, 359]"
"[239, 234]"
"[295, 310]"
"[279, 256]"
"[299, 317]"
"[355, 316]"
"[258, 245]"
"[322, 317]"
"[373, 256]"
"[350, 293]"
"[346, 271]"
"[300, 257]"
"[354, 306]"
