Coordenadas
"[324, 226]"
"[284, 280]"
"[343, 232]"
"[301, 251]"
"[228, 236]"
"[302, 342]"
"[335, 293]"
"[226, 225]"
"[281, 298]"
"[367, 323]"
"[233, 286]"
"[283, 275]"
"[346, 317]"
"[347, 280]"
"[311, 362]"
"[364, 243]"
"[352, 309]"
"[228, 298]"
"[233, 271]"
"[298, 322]"
"[301, 301]"
"[296, 273]"
"[300, 230]"
"[248, 352]"
"[347, 346]"
"[358, 374]"
"[314, 304]"
"[363, 243]"
"[349, 260]"
"[371, 259]"
"[228, 327]"
"[336, 320]"
"[322, 362]"
"[263, 265]"
"[364, 349]"
"[310, 302]"
"[269, 282]"
"[357, 362]"
"[257, 312]"
"[311, 289]"
"[302, 367]"
"[361, 279]"
"[301, 272]"
"[225, 272]"
"[271, 242]"
"[316, 368]"
"[275, 303]"
"[372, 235]"
"[241, 234]"
"[327, 243]"
"[246, 263]"
"[286, 277]"
"[370, 313]"
"[315, 255]"
"[269, 318]"
"[356, 247]"
"[226, 299]"
"[297, 363]"
"[276, 330]"
"[275, 355]"
"[329, 311]"
"[362, 355]"
"[263, 304]"
"[249, 331]"
"[306, 330]"
"[277, 355]"
"[368, 314]"
"[322, 241]"
"[259, 252]"
"[346, 321]"
"[241, 241]"
"[225, 238]"
"[333, 303]"
"[297, 367]"
"[315, 320]"
"[334, 324]"
"[225, 318]"
"[363, 330]"
"[299, 373]"
"[339, 318]"
"[273, 250]"
"[359, 298]"
"[277, 263]"
"[248, 267]"
"[308, 330]"
"[228, 305]"
"[258, 282]"
"[275, 305]"
"[268, 288]"
"[265, 237]"
"[329, 280]"
"[282, 364]"
"[287, 253]"
"[339, 368]"
"[298, 261]"
"[273, 317]"
"[344, 296]"
"[368, 225]"
"[328, 226]"
"[355, 267]"
"[232, 315]"
"[369, 317]"
"[324, 308]"
"[263, 290]"
"[317, 373]"
"[252, 333]"
"[359, 352]"
"[227, 252]"
"[348, 281]"
"[260, 248]"
"[253, 364]"
"[350, 282]"
"[253, 367]"
"[273, 348]"
"[355, 337]"
"[274, 280]"
"[303, 251]"
"[349, 228]"
"[299, 277]"
"[332, 306]"
"[249, 256]"
"[320, 366]"
"[231, 343]"
"[225, 293]"
"[355, 312]"
"[292, 269]"
"[273, 238]"
"[254, 292]"
"[304, 288]"
"[266, 332]"
"[363, 351]"
"[269, 250]"
"[327, 269]"
"[366, 229]"
"[257, 236]"
"[347, 367]"
"[300, 341]"
"[285, 346]"
"[296, 325]"
"[324, 335]"
"[308, 291]"
"[335, 236]"
"[356, 231]"
"[319, 341]"
"[253, 353]"
"[367, 308]"
"[236, 347]"
"[304, 252]"
"[326, 289]"
"[323, 282]"
"[288, 355]"
"[241, 301]"
"[324, 300]"
"[259, 364]"
"[283, 304]"
"[249, 242]"
"[320, 328]"
"[332, 298]"
"[250, 250]"
"[353, 262]"
"[305, 306]"
"[322, 314]"
"[236, 226]"
"[318, 341]"
"[232, 316]"
"[274, 318]"
"[255, 253]"
"[286, 277]"
"[351, 245]"
"[313, 334]"
"[238, 324]"
"[370, 264]"
"[370, 278]"
"[282, 249]"
"[273, 306]"
"[242, 285]"
"[337, 258]"
"[312, 252]"
"[247, 252]"
"[363, 296]"
"[290, 352]"
"[290, 302]"
"[236, 336]"
"[254, 311]"
"[349, 330]"
"[255, 227]"
"[314, 276]"
"[228, 304]"
"[371, 338]"
"[310, 298]"
"[313, 326]"
"[360, 262]"
"[347, 259]"
"[277, 272]"
"[273, 363]"
"[361, 277]"
"[250, 360]"
"[366, 291]"
"[329, 333]"
"[262, 338]"
"[360, 300]"
"[225, 266]"
